turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
18,東京喰種:re　PV,/watch?v=3_1aEI2NhM8,5128017,/user/youngjump,youngjump,,5 年,トーキョーグール,2020/08/28,,,,2014/10/11,"ヤングジャンプ,ヤンジャン,YJ,石田スイ,東京喰種,東京喰種:re",「東京喰種トーキョーグール:re」週刊ヤングジャンプ46号(10/16木発売)より新連載スタート!!,45293,400
22,TOKYO GHOUL - UNRAVEL (Cover) 東京喰種-トーキョーグール- Op,/watch?v=SAUNie6r354,28421334,/user/pellekofficial,pellekofficial,,5 年,トーキョーグール,2020/08/28,,,,2014/09/10,"東京喰種-トーキョーグール-,tokyo ghoul,歌,テーマソング,解明する,アニメ,unravel,cover,official,pellek,version,metal,rock,金木 研,霧嶋 董香,神代 利世,西尾 錦,芳村,月山 習,笛口 雛実,亜門 鋼太朗,真戸 呉緒,永近 英良,エピソード,カバー,english,japanese,opener,opening,初期症状,オープニング,first opening,tokyo ghoul opening,episode 10,opening full,full,episode 1,episode 2,episode 4,episode 5,episode 6,episode 3","Leave a comment and SUBSCRIBE! \m/^_^\m/ To get the mp3, backingtrack and more go to: http://patreon.com/pellekofficial All my covers and original songs on i...",608409,36458
25,[MAD/AMV]東京喰種×命に嫌われている,/watch?v=Em--M-NMWtU,32619,/channel/UCYWy7DaIBcZbXcepWqfqImg,クロー,,4 か月,トーキョーグール,2020/08/28,,,,2020/04/01,,今回はリクエストにあった東京喰種のmadです。 良かったらチャンネル登録と高評価をお願いします。 東京喰種は自分が見てきたアニメの中でもかなり好きなアニメです。 金木君が痛みや苦しみを持ちながらだんだん強くなっていく姿がとても切なくかっこよく思えます。 東京喰種はたぶん多くの人間の厨二心をくすぶる作品だと思います...,374,17
26,【鬼滅の刃】 東京喰種のOPのキーをマイナス３すると、LiSA 紅蓮華が歌えてしまうと話題に TK from 凛として時雨 unravel  Demon Slayer Kimetsu no Yaiba,/watch?v=xoZ0xTnTY84,1698819,/channel/UCHTzzOR29x2aryeS1Chdryg,わくわく動画クリエイター,,3 か月,トーキョーグール,2020/08/28,,,,2020/05/01,"鬼滅の刃,東京喰種,TK from 凛として時雨,LiSA,紅蓮華,unravel",逆バージョンで歌ってみた https://youtu.be/jZPHuy_4SCE カラオケで歌う際は、ガイドメロディーをオフにすることがポイントです。 ※コード進行自体には、著作権はないので、同じや似ていても問題はありません。 LiSA 『紅蓮華』 -MUSiC CLiP YouTube EDIT ver.- ...,18074,2199
27,【荒野行動 】カネキ役の声優が東京喰種コラボでカネキボイスを狙う動画【ガチャ】,/watch?v=ZumyVb1uk5E,997421,/channel/UC3C3YOGFjn7Pq3lOCeUFHfg,花江夏樹,,1 か月,トーキョーグール,2020/08/28,,,,2020/07/12,"ゲーム,実況,声優,花江夏樹",▼Description My first KNIVES OUT video! Two voice actors that starred in the TV anime series -should- be able to roll the items they want! So we'll be testin...,37708,228
30,TK from 凛として時雨 『unravel』 Music Video(Full Size),/watch?v=Fve_lHIPa-I,1692337,/channel/UCWxFYv7xfPQVx5yzjpJX33w,凛として時雨 Official Channel,,1 か月,トーキョーグール,2020/08/28,,,,2020/07/23,"TK,凛として時雨,unravel,東京喰種",iTunes：https://itunes.apple.com/jp/album/id9... レコチョク：http://recochoku.jp/song/S1000374618/ mora：http://mora.jp/package/43000001/45474... TK from 凛として時雨 1st ...,89468,360
31,東京喰種-トーキョーグール- 幽霊都市 ll 金木研の物語 #1 新しい性質に適応する ll ( 東京喰種-トーキョーグール- 2014 ) Tokyo Ghoul,/watch?v=Z9KrQLC4ung,48167,/channel/UCKtXyKHfRRIp1hF5Zm7sF6w,Lee Katarina,,10 か月,トーキョーグール,2020/08/28,,,,2019/10/15,"東京喰種-トーキョーグール- 幽霊都市,金木研の物語,東京喰種-トーキョーグール-,Tokyo Ghoul,東京喰種-トーキョーグール- 2014,新しい性質に適応する,東京喰種,幽霊都市,金木研,金木研の物語 #1,Tokyo,Ghoul,Ken Kaneki,Touka Kirishima,霧嶋 董香,Lee Katarina,LK,Tokyo Kushu,Toukyou Ghoul,Toukyou Kushu,kaneki,tokyo ghoul opening,anime,touka,touka kirishima ro ghoul,The story of Ken Kaneki",東京喰種-トーキョーグール- 幽霊都市 ll 金木研の物語 #1 新しい性質に適応する ll ( 東京喰種-トーキョーグール- 2014 ) Tokyo Ghoul #東京喰種-トーキョーグール- #TokyoGhoul #LeeKatarina ( #LK ) My Channel: https://www.y...,305,7
32,【マインクラフト】金木研 VS キリト 【re:東京グール ソードアートオンライン】,/watch?v=ztM0UhrxmD4,164278,/user/negaheyoukoso,実況者ねが本拠地,,1 年,トーキョーグール,2020/08/28,,,,2018/10/16,"マインクラフト,マイクラ,実況者ねが,Minecraft,ゲーム実況,ねが,マイクラ実況,東京喰種,東京グール,ソードアートオンライン",🔔 チャンネル登録 🔔(通知ON)も押してってね！) ・ https://goo.gl/Qq71V2 🔔 2ndチャンネル 🔔 ・https://goo.gl/Sbc2MS 🎮 ひとこと 🎮 🌂Twitter 🌂 ・https://twitter.com/Negaaa318 💎グッヅ💎 ・https://uuum...,2727,133
33,東京喰種 声優が演じたアニメキャラまとめ 前編,/watch?v=krcey8fb_0w,232188,/channel/UCHps3qlkM9c4hzNthM1O4Jg,クロコダイン3,,3 年,トーキョーグール,2020/08/28,,,,2017/02/16,"トーキョーグール,東京喰種",後編：https://www.youtube.com/watch?v=n83WLuyC6Co 登場キャラクターは動画制作時の公式サイトに拠るものです。 一部の声優で出演数が多すぎるため、内容を大幅に省略しています。 声優個別の補足動画（随時追加予定） https://www.youtube.com/playlis...,1085,37
34,東京喰種トーキョーグール：re #20▶悲劇の果て【東京喰種2018】東京喰種 SS2 || Tokyo Ghoul Best Moments,/watch?v=n_Edy_wuGKc,66790,/user/hantheman17,Deadman Wonderland Studio,,4 か月,トーキョーグール,2020/08/28,,,,,"東京喰種,東京喰種トーキョーグール：re,東京喰種トーキョーグール：re #18,めざめた子,白闇,東京喰種トーキョーグール：re #12▶狩る者たち START,東京喰種2015,狩る者たち START,東京喰種√A最高の瞬間 #11▶激戦,狩る者たち START 東京喰種2018 東京喰種 SS2,Tokyo Ghoul Best Moments,Best Moments,東京喰種2015 東京喰種 SS2,Tokyo Ghoul,研一番です,東京喰種√A最高の瞬間,東京喰種 SS2,Ghoul Best Moments,東京喰種 FULL HD,トーキョーグール,トーキョーグール最高の瞬間,#東京喰種,#TokyoGhoul,Tokyo,Ghoul,Moments,最高の瞬間,tokyo ghoul,Ken Kaneki,金木 研,Kaneki,Ken,Touka Kirishima,霧嶋 董香,Kirishima,Touka,東京喰種金木 研,東京喰種霧嶋 董香,東京喰種√A,新洸,白闇東京喰種2018",-東京喰種トーキョーグール：re #20▶悲劇の果て【東京喰種2018】東京喰種 SS2 || Tokyo Ghoul Best Moments -東京喰種トーキョーグール：re #20▶悲劇の果て【東京喰種2018】東京喰種 SS2 || Tokyo Ghoul Best Moments -東京喰種トーキョーグ...,376,12
36,amazarashi 『季節は次々死んでいく』 ”Seasons die one after another” “東京喰種トーキョーグール√A”ED,/watch?v=wtJcLWeY114,42239844,/channel/UCjU51lhtpje-r0eF4b0jpbw,amazarashi Official YouTube Channel,,5 年,トーキョーグール,2020/08/28,,,,2015/02/03,"PV,MV,amazarashi,アマザラシ,季節は次々死んでいく,キセツハツギツギシンデイク","http://www.amazarashi.com レーザーカッターで切り出された生肉の歌詞を、一人の女性が喰らいつづける、 アニメ『東京喰種トーキョーグール√A』エンディングテーマのミュージックビデオ。 A woman keeps on eating meat shaped as lyrics, sliced ...",247746,6701
37,【10分で解説】東京喰種：reをストーリーで解説（後編）,/watch?v=cJlonNNBP20,205336,/channel/UCPKn97bn6BJdwDu9pcuk0xQ,漫画スタジオ,,2 か月,トーキョーグール,2020/08/28,,,,2020/06/27,"東京喰種,マンガ,ストーリー",漫画スタジオのしょーへいです！ 今回は東京喰種：reの後編のストーリーについて解説しました！ 今回は変化が多い回ですので、 初見の方は前回の動画から見ていただけますと幸いです。 僕は金木と亜門の会話のシーンが好きなのですが、 皆さんはどの場面が好きでしょうか。 是非コメントをください！ また、時間の関係で省いたシ...,1909,66
40,【東京喰種】もしもYouTuberに喰種がいたら・・・ Tokyo Ghoul,/watch?v=qjnQuJMpd8Q,1165996,/user/HiROKiMovies,HiROKi,,3 年,トーキョーグール,2020/08/28,,,,2017/08/04,"HiROKi,東京喰種,映画,実写,ドラマ,水溜りボンド,トミー,佐々木あさひ,ゆきりぬ,ぽむぽむユウリ,さとひろ,TAKASHI,窪田,金木,白カネキ,クインケ,トーキョーグール,Tokyo,ghoul",映画「東京喰種 トーキョーグール」とコラボショートムービー公開！ ▽映画「東京喰種 トーキョーグール」▽ https://youtu.be/ukYstAhFyFI 撮影協力：YouTube Space Tokyo ▽佐々木あさひ▽ https://www.youtube.com/user/sasakiasahi ...,20893,1020
42,東京グール Myra,/watch?v=Rry0fmckIhc,2465,/channel/UC8VR8_ksCO1dbD6sBM8a5-A,亞羅袮阿239あらねあ239,,1 か月,トーキョーグール,2020/08/28,,,,2020/07/01,,良ければチャンネル登録高評価お願いします！ #東京グール #Myra #MAD,55,2
44,“BANKA”  illion MV,/watch?v=uJViETJ4mKg,3244744,/channel/UCDTp3j1HLmhUCe2-gXqA40w,illionofficial,,3 年,トーキョーグール,2020/08/28,,,,2017/08/21,"illion,BANKA,MV,東京喰種,洋次郎,P.Y.L,BANKA *[theme song for a movie “Tokyo Ghoul”],Miracle,Told U So,Hilight feat.5lack,Water lily,85,Dream Play Sick,Wander Lust,Strobo,Ace",野田洋次郎（RADWIMPS）のソロプロジェクト、illionが手掛けた映画『東京喰種 トーキョーグール』主題歌「BANKA」のミュージックビデオが完成！ 監督：三石直和 出演：野田洋次郎 清原翔 仁村紗和 笠松将 横田美瞳 illion「BANKA」全世界配信中！https://illion.lnk.to/BA...,41563,419
50,【東京喰種トーキョーグール】unravel バンドで演奏してみた【Re:ply×ryd】,/watch?v=dZzQQKwk1cU,5011090,/user/koyominkoyomin,Re:ply,,5 年,トーキョーグール,2020/08/28,,,,2014/08/30,"東京喰種,トーキョーグール,東京喰種トーキョーグール,東京グール,OP,unravel,TK,凛として時雨,2014年夏アニメ,腹から声出せ,Re:ply,こよみん,にゃんぺ,mika,kyoya,アニソン,演奏してみた,バンドで演奏してみた,叩いてみた,歌ってみた,弾いてみた,シャウト",▼Re:ply Official Web Site▼ http://reply-family.net/ ▼Facebook▼ https://www.facebook.com/reply254/ ▼公式LINE▼ http://line.me/ti/p/%40gzh2957u ID:@GZH2957U -----...,65871,2767
52,石田スイ完全監修『東京喰種トーキョーグール AUTHENTIC SOUND CHRONICLE Compiled by Sui Ishida』トレーラー,/watch?v=zFsB4QSDFp4,438936,/user/sonymusicnetwork,Sony Music (Japan),,1 年,トーキョーグール,2020/08/28,,,,2019/03/24,東京喰種,原作者 石田スイ完全監修 『東京喰種トーキョーグール』シリーズの音楽の世界を詰め込んだ豪華コンピレーション・アルバム ◆購入はコチラ http://smar.lnk.to/qbyK6 ◆商品詳細情報 http://www.sonymusic.co.jp/artist/Compilation/info/504348...,8865,49
54,『東京喰種　トーキョーグール【S】』冒頭特別映像（15歳未満は見ちゃダメ）,/watch?v=bVIbtr7Zr9Q,2168,/user/CinemaGene,CinemaGeneシネマジーン-女子向け映画情報メディア-,,1 年,トーキョーグール,2020/08/28,,,,2019/05/27,"コメディ,ホラー,アクション,SF,ドラマ,サスペンス,ラブストーリー,スポーツ,ドキュメンタリー,映画,ムービー,予告,特報,CinemaGene,シネマトゥデイ,cinema,trailers,video,movie,2019年7月公開作品,東京喰種,トーキョーグール,窪田正孝,山本舞香,鈴木伸之,小笠原海,白石隼也,木竜麻生,桜田ひより,知英,マギー,森七菜,栁俊太郎,松田翔太",不慮の事故により、人を喰らわないと生きられない【喰種】と人間のハーフになってしまったカネキは、2つの世界の狭間で葛藤しながらも、いまは喰種たちの駆け込み寺でもある喫茶店「あんていく」に身を寄せており、トーカらとともに生活をしている。そんな最中、「美食家（グルメ）」と呼ばれる喰種・月山が「あんていく」を訪れる。月山...,16,3
56,[歌詞・音程バーカラオケ/練習用] TK from 凛として時雨 - unravel(アニメ『東京喰種トーキョーグール』OP) 【原曲キー】 ♪ J-POP Karaoke,/watch?v=Vo2adr2MPtw,105423,/channel/UCTT44jmy7-pIGKpy-Ih8NyA,JPOP Karaoke カラオケ,,1 年,トーキョーグール,2020/08/28,,,,2018/09/05,,★オリジナルのカラオケ練習用動画を配信しています！ 歌いやすいように歌詞と音程バーを表出しています。 原曲のキーで楽しんでください。 ◇チャンネル登録お願いします(o^^o)♪ ※二次使用もできますので原本のYouTube URLを残してください。 ★原曲キー(-2) https://youtu.be/ni_Wq...,962,14
58,【東京喰種】unravel歌ってみた【TOKYO GHOUL】／ラトゥラトゥ,/watch?v=JgnmG3f_VYA,1855600,/user/takeyakisan,タケヤキ翔/ラトゥラトゥ,,1 年,トーキョーグール,2020/08/28,,,,2019/06/01,"タケヤキ,翔,衝撃,面白,コメディ,ユーチューバー,YouTuber,都市伝説,マイキ,東京喰種,トーキョーグール,TK,TK from 凛として時雨,凛として時雨,歌ってみた",マイキhttps://m.youtube.com/channel/UCmAutZSvFH5mkR9OoPtpOmQ ラトゥラトゥ デジタルシングル「時のメロディ/妄想ディーバ」ネットサイン会開催決定！ ▼購入、詳細はコチラ https://rw-point.com/muvus/cmdtyList.php?cat=...,52329,778
59,【都庁ピアノ】東京喰種OP「unravel」を弾いたら外国人の方が叫んだ！？,/watch?v=h_cp6SFNREA,575566,/channel/UC_DopZ9OANqNGho0wFwADqA,けいちゃん,,9 か月,トーキョーグール,2020/08/28,,,,2019/11/20,,これぞ神曲🐥 動画内でTK fromを入れるの忘れちゃいました😱 ぜひ最後までお聴きください！ チャンネル登録も是非👍 ◆Instagram https://instagram.com/keichan_piano?r=nametag ◆Twitterもよろしくお願いします！！ http://twitter.com...,11356,140
61,【東京喰種:re CALL to EXIST】ラスボス『旧多二福(赫者)』戦～エンディング【追憶：東京救出作戦～金木研～ボス攻略】,/watch?v=_vYYsqZmYg0,59310,/user/gatimero,がちめろ,,9 か月,トーキョーグール,2020/08/28,,,,2019/11/13,,東京喰種:re CALL to EXIST https://tokyoghoulcte.bn-ent.net/ ツイッターはこちら https://twitter.com/gati_mero -------------------------------------------------------------...,371,53
62,【都庁ピアノ】 unravel/TOKYO GHOULを全国優勝者が都庁で弾いてみたww (東京喰種street piano performance in Tokyo・TK from 凛として時雨),/watch?v=027_-mZeeIQ,3673434,/user/oniyuu0607,ポケットウィズ,,1 年,トーキョーグール,2020/08/28,,,,2019/05/22,"ピアノ,piano,音楽家 ムック,モニタリング,ピアノ ドッキリ,まらしぃ,ストリートピアノ,street piano,さとん,石丸,おにさん,POCKET WIZ,都庁 ピアノ,よみぃ,unravel,TOKYO GHOUL,TK from 凛として時雨,東京喰種,ピアノ 弾き逃げ",■前回のピアノドッキリはこちら( ^ω^ ) ☆卒業式編 https://youtu.be/0hWhKTZqTyA ☆浜松ヤンキー編 https://youtu.be/0hWhKTZqTyA ■他のオタクドッキリはこちら!!! 【ピアノドッキリ】もしもオタクがプロのピア二ストだったら。。 https://yout...,56637,1320
63,「東京喰種 」　青鬼ｘ東京グール　アニメ　パロディ！,/watch?v=gQsnPXW_DJo,538296,/user/AoOniTV,青鬼TV,,4 年,トーキョーグール,2020/08/28,,,,2016/02/12,"東京喰種,青鬼,tvアニメ,アニメ,ホラー,東京グール,グール,tokyo ghoul",Tokyo Ghoul is a popular Japanese Anime (horror). I made a Tokyo Ghoul anime parody with Ao Oni! If you like this Tokyo Ghoul Parody please watch more anime ...,2215,571
64,TVアニメ「東京喰種トーキョーグール」PV第２弾,/watch?v=1O4b5psUJJg,2351996,/user/TokyoGhoulAnimation,TokyoGhoulAnimation,,6 年,トーキョーグール,2020/08/28,,,,2014/06/04,東京喰種 トーキョーグール TVアニメ Tokyou Ghoul TV Animation,2014年7月3日放送開始のTVアニメ「東京喰種トーキョーグール」PV第２弾公開！ 【OA情報】 TOKYO MX：7月3日より毎週木曜 24:00～ テレビ大阪：7月5日より毎週土曜 26:35～ テレビ愛知：7月4日より毎週金曜 27:05～ TVQ九州放送：7月5日より毎週土曜 26:25～ BS Dlif...,12045,139
65,【東京喰種トーキョーグール:re CALL to EXIST】全ボス戦集【Tokyo Ghoul:re】All Boss Battle,/watch?v=fz9J8MS4SV0,10752,/user/ULTIMANIAxOMEGA,Arthur/アーサー,,9 か月,トーキョーグール,2020/08/28,,,,2019/11/13,"東京喰種:re,TokyoGhoul:re",全ボス戦まとめました 全キャラ必殺技まとめ→ https://youtu.be/FUbDcHDdWBM,非表示,非表示
66,東京喰種OP｜凛として時雨-unravel(Drum Cover)by Kyle Yeung,/watch?v=vFBF2qd3aC4,6601864,/user/kiy905,Kyle Yeung,,5 年,トーキョーグール,2020/08/28,,,,2014/12/26,"Band,Silverband",東京喰種第一季OP~ 私は誰もがそれをサポートすることを望む [歡迎購買鼓譜]整套發售中 也可單曲購買 請到下面網站參考: https://www.facebook.com/SilverStudiohongkong/posts/2501374596652642,28647,1419
68,東京喰種トーキョーグール:re【最終章】　vol.1,/watch?v=mfY1-vpZV-c,321525,/user/MarvelousAVCH,音楽映像 - マーベラス公式チャンネル,,1 年,トーキョーグール,2020/08/28,,,,2018/10/09,"東京喰種:re,東京喰種,トーキョーグール,花江夏樹,佐々木琲世,金木,カネキ,浪川大輔,藤原夏海,佐倉綾音,内田雄馬,石川界人,岸尾だいすけ,DVD,アニメ,集英社,マーベラス,人気作,漫画,最新","2018.12.21発売 Blu-ray ￥8,800＋税 DVD ￥7,800＋税 発売元：マーベラス 販売元：TCエンタテインメント 収録内容 本編：第13話、第14話、第15話 初回版限定特典 キャラクターデザイン・中嶋敦子描き下ろし特製三方背ケース 初回版・通常版共通特典 特製ピクチャーレーベル 特製ブッ...",非表示,非表示
71,東京喰種トーキョーグール：re Best Moment - プレス：散乱の夜 [ 東京喰種トーキョーグール：re 2018] - Tokyo Ghoul:re,/watch?v=HH8Oza-mfrE,4436,/user/ishqishaq,Asasin Anime,,5 か月,トーキョーグール,2020/08/28,,,,,"東京喰種トーキョーグール：re,[ 東京喰種トーキョーグール：re 2018],Tokyo Ghoul:re,Tokyo,Ghoul:re,Asasin_Anime,Kaneki,Ken,かねき、 けん,Sasaki,Haise,ささき、 はいせ,Yonebayashi,Saiko,よねばやし、 さいこ,Urie,Episode1,プレス：散乱の夜,プレス：散乱の夜 [ 東京喰種トーキョーグール：re 2018],東京喰種トーキョーグール：re Best Fight,Best Moment",東京喰種トーキョーグール：re Best Moment - プレス：散乱の夜 [ 東京喰種トーキョーグール：re 2018] - Tokyo Ghoul:re #東京喰種トーキョーグール：re # Tokyo # Asasin_Anime でもっと見る : 東京は残酷で冷酷な都市になっており、人間と並んでグールと...,21,2
72,『東京喰種 トーキョーグール【S】』予告編 7月19日（金）全国ロードショー,/watch?v=TiATV8uKtJg,865315,/user/SHOCHIKUch,松竹チャンネル/SHOCHIKUch,,1 年,トーキョーグール,2020/08/28,,,,2019/04/10,"東京喰種,トーキョーグール,東京喰種S,石田スイ,ジャンプ,窪田正孝,川崎拓也,平牧和彦,御笠ノ忠次,山本舞香,松田翔太,鈴木伸之,小笠原海,白石隼也,木竜麻生,桜田ひより,村井國夫,知英,マギー,森七菜,ダンカン,栁俊太郎,坂東巳之助",『東京喰種 トーキョーグール【S】』 原作：石田スイ「東京喰種トーキョーグール」 （集英社ヤングジャンプコミックス刊） 監督：川崎拓也 平牧和彦 脚本：御笠ノ忠次 出演：窪田正孝 山本舞香 ／ 松田翔太 配給：松竹 公開：2019年7月19日（金）全国公開 コピーライト：©石田スイ／集英社 ©2019「東京喰種【...,1217,33
2,【マイクラ】最強になった鬼滅の刃カードが登場！？自作カードゲームのパックを開封して出たレアカードでガチバトル！,/watch?v=IUbUFrFpa_c,15937,/channel/UC2-drq0aMr3O3lsUrWQbjWA,りもこん,,6 時間,鬼滅の刃,2020/08/28,,,,2020/08/27,"Minecraft マインクラフト実況,minecraft,minecraft実況,マイクラ,マインクラフト マップ,マインクラフト 配布マップ,マインクラフト アスレチック,マインクラフト パルクール,パルクール,ゲーム実況,実況,実況プレイ,マインクラフト カスタムマップ,マインクラフト 死亡,アスレ,アスレチック,parkour,JapaneseNinja,crazy,面白い,検証",どうもりもこんです(^_^)v グッズの販売ページ https://muuu.com/videos/f3144283bc67d560 使用カードフレーム⬇︎ 『PSO2 TCG』公式サイト http://pso2-tcg.sega.jp/ チャンネル登録&amp;高評価よろしくお願いします！ #Minecraft #マイ...,1039,13
8,【鬼滅の刃】小学６年生が不死川玄弥を描いてみた！【Drawing Genya Shinazugawa From Kimetsu no yaiba/Demon Slayer】,/watch?v=sPmKooImnVs,8546,/channel/UC31JdoePeErNOhxyPTAyNCg,奥さんとぼくのYouTube,,7 時間,鬼滅の刃,2020/08/28,,,,2020/08/27,"奥さんとぼく,まついかつのり,松井勝法,ほっこり,漫画,コミックエッセイ,日常系,家族,ほのぼの,奥さん,勇気の物語,ハナカク,イラスト,お絵描き,Drawing,ドローイング,プロ漫画家,不死川玄弥,小学６年生,鬼滅の刃,描いてみた,コピック",◆勇気の物語『ハナカク』はKindleで無料配信中！➡https://amzn.to/308ZIPb ◆『ハナカク』続編はFANBOXで更新中！➡https://matsukaku.fanbox.cc/ ◆『奥さんとぼく』馴れ初め編はKindleで無料配信中！➡https://amzn.to/2PlaMSw ◆奥...,285,4
10,【声真似】鬼滅の刃のキャラで白日歌ってみた【King Gnu】,/watch?v=7uIu0ZYFcLA,1706615,/channel/UCPTPf9VuiS2DSYSaBrguOYg,ガッシュ,,4 か月,鬼滅の刃,2020/08/28,,,,2020/04/10,"声真似,鬼滅の刃,King Gnu,歌ってみた,白日",素晴らしき本家様→【 https://www.youtube.com/watch?v=ony539T074w 】 アーティスト： King Gnu アルバム： Hakujitsu 作詞・作曲： 常田大希 お借りした本源→ 【 https://www.youtube.com/watch?v=vM6rz8uLWgk ...,25493,1009
11,【鬼滅ラヂヲ｜文字起こし】コソコソ話:炭治郎、公式に嫌われる！？（花江夏樹/下野紘）『鬼滅の刃』,/watch?v=wjAJtN39IFs,4357445,/channel/UCl_vMF_sewhewHF-MgY5Deg,さんそとあにめ,,11 か月,鬼滅の刃,2020/08/28,,,,2019/08/30,"鬼滅の刃,鬼滅ラヂヲ,文字起こし",リクエスト頂いた部分を文字起こししました！ 炭治郎は公式に嫌われてなんかない・・・ハズ・・・ その後「コソコソ話:炭治は公式に四回ブロックされました」 →https://www.youtube.com/watch?v=ibIXnZ-jNDU 文字起こし動画再生リスト→https://www.youtube.com...,71516,643
15,【鬼滅の刃漫画】炭カナ漫画 #33,/watch?v=h1uXMDQ6Jkw,37031,/user/GrAveTzT,GrAveTzT,,2 日,鬼滅の刃,2020/08/28,,,,,"鬼滅の刃,鬼滅の刃漫画,秘密は隠されている,【鬼滅の刃漫画】,【鬼滅の刃漫画】愛は隠されている,【鬼滅の刃漫画】炭カナ漫画 #33,炭カナ漫画 #33",【鬼滅の刃漫画】炭カナ漫画 #33 ➤ https://www.instagram.com/GrAveTzT ➤ https://www.facebook.com/GrAveTzT ➤ https://twitter.com/GrAveTzT 【鬼滅の刃漫画】 私のビデオを見てくれてありがとう。この動画が気に入っ...,299,10
18,【鬼滅の刃】鬼滅の刃のボケてがツッコミどころ満載な件w ツッコミ 総編集 下ネタ 映画 最終回 完結 実写版 漫画 アニメ 竈門 炭治郎 禰豆子 我妻善逸 嘴平伊之助 冨岡 義勇 胡蝶しのぶ アフレコ,/watch?v=kCAW1VtbppI,113879,/channel/UCMM2xj2BYYo3hk7QOnDGqRw,ミエル【ツッコミがんばる】,,2 週間,鬼滅の刃,2020/08/28,,,,2020/08/10,,はじめまして！ミエルです！ 今回は鬼滅の刃の動画になります！ ★一言 鬼滅の刃の動画ばっかになってしまう🤔 リクエスト待ってます！ ★チャンネル登録↓ https://www.youtube.com/channel/UCMM2xj2BYYo3hk7QOnDGqRw ★twitterのURL↓ https://mo...,非表示,非表示
19,【鬼滅の刃】ガチャガチャ新作！キャラばんちょうこう伍ノ型、つまんでつなげてマスコットをやってきました！,/watch?v=vUVGhudyYNc,22951,/channel/UCzGg8S3CWRDhtrQ65dTIgjw,ジェイホビTV【アニメグッズ】開封・情報,,7 時間,鬼滅の刃,2020/08/28,,,,2020/08/27,"アニメグッズ,ANIMEGOODS,アプリゲームグッズ,グッズランキング,ジェイホビ,ジェイホビTV,鬼滅グッズ,鬼滅の刃グッズ,鬼滅フィギュア,鬼滅の刃フィギュア,鬼滅の刃情報,鬼滅の刃まとめ,グッズ,一番くじ,開封,鬼滅の刃開封,開封動画,動画,竈門炭治郎,竈門禰豆子,我妻善逸,嘴平伊之助,冨岡義勇,胡蝶しのぶ,栗花落カナヲ,宇髄天元,甘露寺蜜璃,時透無一郎,悲鳴嶼行冥,伊黒小芭内,不死川実弥,煉󠄁獄杏寿郎,鬼舞辻󠄀無惨,真菰,錆兎,玄弥,童磨,黒死牟,猗窩座,産屋敷耀哉,産屋敷あまね,縁壱,玉壺,獪岳,kimetsu,tanjiro,nezuko,muzan,kokushibo,マスコット,ラバーマスコット,ラバスト,ラバーストラップ,キャラばんちょうこうラバーマスコット,ねこさんのケープ,すちーむぱんく,つまんでつなげてますこっと,カニカン,ボールチェーン",今回は鬼滅の刃のガチャガチャ新作２種類をご紹介！ひとつはキャラばんちょうこうラバーマスコットの第五弾、そして初登場のつまんでつなげてマスコットです！ ▼チャンネル登録お願いします！ https://www.youtube.com/channel/UCzGg8S3CWRDhtrQ65dTIgjw?sub_confi...,463,13
20,鬼滅の刃 善逸のカッコイイシーン,/watch?v=eToUev-g7Fw,100537,/channel/UCWSl7eTdbvsUgJvK_1PoGDQ,アニメまとめ,,8 か月,鬼滅の刃,2020/08/28,,,,2019/12/06,, ,591,26
21,鬼滅の刃 禰豆子救出！！炭治郎ｖｓデブ鬼ｗ 寸劇ごっこ遊び　himawari-CH,/watch?v=Ba_tBAreqho,5659362,/user/himawari7859,HIMAWARIちゃんねる,,1 か月,鬼滅の刃,2020/08/28,,,,2020/07/18,"鬼滅の刃,炭治郎,竈門,禰豆子,ねずこ,たんじろう,ガチャガチャ,カプセルトイ,グッズ,フィギュア,アクリルキーホルダー,ひまわり,himawari,まーちゃん,おーちゃん,japan,himawariちゃんねる",#寸劇 #ひまわりチャンネル #まーちゃんおーちゃん 【HIMAWARIちゃんねるオリジナルグッズ】 ご購入はこちら→https://muuu.com/videos/4dc66749930c0724 ーーーーーーーーーーーーーーーーーーーーーーーーーーーーー 新曲『ジャングルエクササイZOO！』のDLはこちら♡ ...,21299,8036
22,鬼滅の刃の水の呼吸1〜11の型,/watch?v=86a6kVd3-1M,95824,/channel/UCTs4M4H_fyVhJnmSp4UwxGQ,よっしー,,9 か月,鬼滅の刃,2020/08/28,,,,2019/11/23,,ヨッシーGAMESです 今大人気の鬼滅の刃の水の呼吸をまとめてみました！ チャンネル登録お願いします！,571,27
